X_id,objectid,project_name,address,status,description,image,project_url,project_type,image_alt_text,takedown_date,ward_name,ward_number,globalid,geometry
62,93,New Park at 411 Victoria Park ,411 Victoria Park ,In progress,A new park is coming to 411 Victoria Park. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2022/04/9477-new-park-411-victoria-park-ave-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-411-victoria-park-avenue/,New Park,"An aerial rendering of the new park at Victoria Park Avenue, looking south towards Gerrard Street East. Shade trees, the open lawn areas, pathways and playground areas can be seen.",NA,Scarborough Southwest,20,0b47fdbc-911a-424f-892d-5b88571e163e,"{'type': 'MultiPoint', 'coordinates': [[-79.2827720898787, 43.688685189902]]}"
63,95,Lucy Tot Lot Playground Improvements ,2 Sneath Avenue ,Complete,The City is improving the playground at Lucy Tot Lot. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2020/12/8cda-lucy-tot-lot-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/lucy-tot-lot-playground-improvements/,Playground Improvements,,NA,Scarborough Southwest,20,cf198b3c-5a67-4089-8cf7-bbb178e1077f,"{'type': 'MultiPoint', 'coordinates': [[-79.2855878094331, 43.6908393498634]]}"
64,96,Dieppe Park Improvements ,455 Cosburn Avenue ,In progress,The City is improving Dieppe Park. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2020/10/963b-dieppe-park-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/dieppe-park-improvements/,Park or Facility Improvements,The soccer field at Dieppe Park on a sunny day.,NA,Toronto-Danforth,14,70e4c041-0d1c-47ba-928a-3f36b0f739da,"{'type': 'MultiPoint', 'coordinates': [[-79.3354913605819, 43.6919880403807]]}"
65,100,Scarborough Gardens Arena Improvements ,75 Birchmount Road ,In progress,The City is improving Scarborough Gardens Arena. Learn more about the project.,https://www.toronto.ca/wp-content/uploads/2022/05/95cb-scarborough-gardens-arena-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/scarborough-gardens-arena-improvements/,Park or Facility Improvements,"A photograph of the exterior of Scarborough Gardens Arena which shows the arena entrance and adjacent parking lot. The building exterior is predominantly grey, with colourful accents in green and red.",NA,Scarborough Southwest,20,c1d749d3-a003-4e04-a48c-7302c783dd5f,"{'type': 'MultiPoint', 'coordinates': [[-79.262008870371, 43.694810629563]]}"
66,102,Stan Wadlow Park Playground Improvements,888 Cosburn Avenue,In progress,The City is improving the playground at Stan Wadlow Park. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2022/05/97ae-stan-wadlow-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/stan-wadlow-playground-improvements/,Playground Improvements,"A photograph of Stan Wadlow Park Playground which shows the junior play structure in the foreground, in blue and yellow, with red accents. The playground is on top of sand, with a circular concrete path around the playground area. The ball diamond is seen in the background.",NA,Beaches-East York,19,bf381ff8-9f98-48c1-a27a-feb05fdb2086,"{'type': 'MultiPoint', 'coordinates': [[-79.3152934303158, 43.6974313796099]]}"
67,103,Review of City Golf Course Operations,781 Victoria Park Ave,In progress,The City conducted an operational review of our five City-operated golf course locations to better understand how to maximize golf and non-golf experiences.,https://www.toronto.ca/wp-content/uploads/2021/05/8e79-review-city-golf-course-operations-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/review-of-city-golf-course-operations/,Master Plan or Study,An image of a golf course surrounded by tall mature trees with a bridge in the background. Two red golf balls sit on top of tees in the lawn.,NA,Scarborough Southwest,20,567dd86c-2dba-4bd5-8bbb-dae40332702e,"{'type': 'MultiPoint', 'coordinates': [[-79.2890595600364, 43.6981227997198]]}"
68,104,Leyton Tot Lot Playground Improvements,100 Prairie Drive,Complete,The City is improving the playground at Leyton Tot Lot. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2022/01/9671-leyton-tot-lot-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/leyton-tot-lot-playground-improvements/,Playground Improvements,A photograph of Leyton Tot Lot playground with a straight slide in the foreground and swing set with four belt swings in the background. The play equipment sits on top of sand.,NA,Scarborough Southwest,20,29b25bb8-bf14-45c8-acf0-9c546563ad7a,"{'type': 'MultiPoint', 'coordinates': [[-79.2804862894052, 43.6983838401793]]}"
69,105,Davisville Community & Aquatic Centre,50 Davisville Ave,In progress,The City is building a new community recreation centre in Davisville. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2021/12/92b3-davisville-community-aquatic-centre-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/davisville-aquatic-community-recreation-centre/,New Community Recreation Centre,A rendering of the new Davisville Community and Aquatic Centre from Davisville Ave looking north-west. The building is three storey with an active roof.,NA,Toronto-St. Paul's,12,f09b1f2f-e1ff-459f-8ea3-f3a5318da610,"{'type': 'MultiPoint', 'coordinates': [[-79.3947881105357, 43.6989700401153]]}"
70,107,York Beltline Trail Expansion ,125 Marlee Ave,In progress,The City is expanding the York Beltline Trail. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2022/06/98f3-york-beltline-trail-extension-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/york-beltline-trail-extension/,Park or Facility Improvements,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,Eglinton-Lawrence,8,8457e10e-044f-4486-863c-6f30f5488656,"{'type': 'MultiPoint', 'coordinates': [[-79.4405012103261, 43.7017659500107]]}"
71,108,Leaside Memorial Gardens Arena Improvements,1073 Millwood Road,In progress,The City is improving Leaside Memorial Gardens Arena. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/leaside-memorial-gardens-arena-improvements/,Park or Facility Improvements,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Don Valley West,15,72682387-a540-4874-b91f-71f1ccf9735c,"{'type': 'MultiPoint', 'coordinates': [[-79.3608091594632, 43.7018789797024]]}"
72,112,Trace Manes Park: Georgia Walsh Memorial Playground,110 Rumsey Rd,In progress,The City has completed the Georgia Walsh Memorial Playground at Trace Manes Park.,https://www.toronto.ca/wp-content/uploads/2022/02/955e-trace-manes-park-improvements-after-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/trace-manes-park-georgia-walsh-memorial-playground/,Park or Facility Improvements,"New playground at Trace Manes Park. Image shows large climbing structure in the background, with the new sand play area in the foreground.",NA,Don Valley West,15,5fc638be-729b-4f82-921a-723d97538806,"{'type': 'MultiPoint', 'coordinates': [[-79.3671761795682, 43.7057342701885]]}"
73,114,Benner Park Playground Improvements,25 Benner Avenue,Complete,The City is improving the playground at Benner Park. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2022/01/9456-benner-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/benner-park-playground-improvements/,Playground Improvements,"A photo of Benner Park's playground. It includes a climbing structure and swings, both made from wood. The area is surrounded by mature trees.",NA,Eglinton-Lawrence,8,c545b44b-e55c-4bb9-9cd6-f139798b154f,"{'type': 'MultiPoint', 'coordinates': [[-79.4400543495313, 43.706245479736]]}"
74,115,New Park at 114 Church Street,114 Church Street,In progress,A new park is coming to 114 Church Street. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-114-church-street/,New Park,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,York South-Weston,5,afc6ef99-256e-4fd9-b179-794c8c853abc,"{'type': 'MultiPoint', 'coordinates': [[-79.5161335005056, 43.7070657095576]]}"
75,116,"Ready, Set, Midtown: Parks & Public Realm",,In progress,"The Midtown Parks and Public Realm Plan sets out a comprehensive vision for an expanded, connected and improved parks and public realm system across Midtown.",https://www.toronto.ca/wp-content/uploads/2020/09/96a8-CityPlanning-MidtownZoningReview-Implementation-Banner.png,https://www.toronto.ca/city-government/planning-development/planning-studies-initiatives/ready-set-midtown/ready-set-midtown-parks-public-realm/,Master Plan or Study,"Rendering of Midtown street with tree lined sidewalks, buildings, and pedestrians walking",NA,Toronto-St. Paul's,12,1184db24-830d-4fa6-9f3e-f77708aecb28,"{'type': 'MultiPoint', 'coordinates': [[-79.3905095798454, 43.7072971699627]]}"
76,117,Topham Park Improvements ,181 Westview Boulevard ,In progress,The City is improving Topham Park. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/topham-park-improvements/,Park or Facility Improvements,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,Beaches-East York,19,c54fc758-686e-45b8-9f49-f3cd6362de62,"{'type': 'MultiPoint', 'coordinates': [[-79.3067457304357, 43.7104468397152]]}"
77,118,New Park at 100 Broadway Avenue ,100 Broadway Avenue ,In progress,A new park is coming to 100 Broadway Avenue. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-100-broadway-avenue/,New Park,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,Don Valley West,15,d5a1522a-fadb-4645-b77a-199653194848,"{'type': 'MultiPoint', 'coordinates': [[-79.393658700248, 43.7108910103805]]}"
78,119,New Parkette at 174-180 Broadway Avenue,174-180 Broadway Avenue ,In progress,A new park is coming to 174-180 Broadway Avenue. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-parkette-at-174-180-broadway-avenue/,New Park,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,Don Valley West,15,e175fb66-6009-4e79-b308-9f6fb64b930b,"{'type': 'MultiPoint', 'coordinates': [[-79.3905497700966, 43.7114570098455]]}"
79,120,Redpath Avenue Parkette Improvements,130 Erskine Avenue,In progress,The City is improving Redpath Avenue Parkette. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2022/04/8f39-redpath-ave-parkette-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/redpath-avenue-parkette-improvements/,Park or Facility Improvements,"A photograph of Redpath Avenue Parkette, which focuses on the centre of the parkette, which includes a concrete pathway leading to the nearby street, four park benches, and various planting beds/planters.",NA,Don Valley West,15,521a2f13-b63d-4ffd-9bd5-1af48da51177,"{'type': 'MultiPoint', 'coordinates': [[-79.3942623796564, 43.7123468103728]]}"
80,122,New Park at 939 Eglinton Avenue ,939 Eglinton Avenue East,In progress,A new park is coming to 939 Eglinton Avenue. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2021/09/95ce-new-park-939-eglinton-ave-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-939-eglinton-avenue/,New Park,"An artist illustration of the new park at 939 Eglinton Avenue taken from ariel view. The park will be square in shape and located at the corner of Brentcliffe Road and an east-west driveway. The image shows the park on a summer day with people participating in various activities from social gatherings on the open lawn area, walking along pathways and children playing in the active play area at the north-west corner of the park.",NA,Don Valley West,15,a0b53e8b-49e6-4877-aa86-5fce8da93ea4,"{'type': 'MultiPoint', 'coordinates': [[-79.3603877796715, 43.7135135303847]]}"
81,124,Pelmo Park Splash Pad Improvements ,171 Pellatt Ave,In progress,The City is improving the splash pad at Pelmo Park. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2021/11/90fc-pelmo-park-splash-pad-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/pelmo-park-splash-pad-improvements/,Park or Facility Improvements,"An image of the existing splash pad in Pelmo Park, which is surrounded by grass, trees and various pathways. The splash bad is concrete and small in size.",NA,York South-Weston,5,76481b4a-ea5e-4a0b-897f-6bde330ea18a,"{'type': 'MultiPoint', 'coordinates': [[-79.5195170194468, 43.7142729702838]]}"
82,126,Maple Leaf Park Splash Pad ,320 Culford Rd,In progress,The City is building a splash pad at Maple Leaf Park. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2021/11/9861-maple-leaf-park-splash-pad-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/maple-leaf-park-splash-pad/,Park or Facility Improvements,An image of the playground in Maple Leaf Park on a sunny day. The playground is surrounded by mature trees and open lawn space. The new splash pad will be located near the playground.,NA,York South-Weston,5,81a77b52-3035-4d89-934e-f27d850efc3f,"{'type': 'MultiPoint', 'coordinates': [[-79.4914734705914, 43.7163140396292]]}"
83,127,New Park at Leslie & Eglinton Development ,1087 Leslie Street ,Complete,A new park is coming to Leslie & Eglinton. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2021/01/967c-new-park-leslie-eglington-development-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-leslie-eglinton-development/,New Park,"A simple, bird's eye view rendering of the new park.",NA,Don Valley East,16,659a9836-fc0d-41f6-a050-897f5bfd2756,"{'type': 'MultiPoint', 'coordinates': [[-79.3480292696627, 43.7191986302354]]}"
84,128,Crosstown Park South,,In progress,A new park is coming to the Crosstown-Eglinton mixed-use community development. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2021/01/9449-crosstown-park-south-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/crosstown-park-south/,New Park,A rendering of a concept plan of Crosstown Park South.,NA,Don Valley East,16,75accdb5-9422-4b93-9121-84473bed71a5,"{'type': 'MultiPoint', 'coordinates': [[-79.3431942895341, 43.7199436503045]]}"
85,129,Lawrence Heights Community Recreation & Child Care Centre,,In progress,The City is building a new community recreation centre in the Lawrence Heights neighbourhood. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2022/05/8e6a-lawrence-heights-crc-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/lawrence-heights-community-recreation-centre/,New Community Recreation Centre,"Image of the current Lawrence Heights Community Centre showcasing the community mural project ""Deep Roots, Limitless Heights"". The mural includes a timeline of the deep history of the community and a collage of images including plant roots, soaring birds, open hands, and a growing cityscape.",NA,Eglinton-Lawrence,8,a66066c3-f923-4490-bd3e-4357ccf74a88,"{'type': 'MultiPoint', 'coordinates': [[-79.4448844094978, 43.7209364602067]]}"
86,130,Don Mills Community Recreation Centre ,844 Don Mills Road ,In progress,The City is building a new community recreation centre in Don Mills. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/don-mills-community-recreation-centre/,New Community Recreation Centre,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,Don Valley East,16,924c9450-0290-4186-bbdc-fe7ee1954af2,"{'type': 'MultiPoint', 'coordinates': [[-79.3416726703151, 43.7226466703083]]}"
87,131,Lawrence Heights Triangular Park,65 Green Gardens Blvd,In progress,A new park is coming to Lawrence Park. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/lawrence-heights-triangular-park/,New Park,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,Eglinton-Lawrence,8,28f47077-d5a1-4505-a2b0-4ddde1a1d2aa,"{'type': 'MultiPoint', 'coordinates': [[-79.4422175897604, 43.723434459789]]}"
88,132,New Park at Glengarry Avenue ,250 Lawrence Avenue ,In progress,A new park is coming to Glengarry Avenue. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2021/03/8776-new-park-glengarry-ave-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-glengarry-avenue/,New Park,"Aerial rendering showing the new park at Glengarry Avenue, looking north towards Glengarry. Featured in the image are shade trees, a shade structure, children's elevated play area, and bike parking.",NA,Eglinton-Lawrence,8,1ce43467-3c6e-468a-bdb3-286252448667,"{'type': 'MultiPoint', 'coordinates': [[-79.4136863595075, 43.723442889575]]}"
89,135,Review of City Golf Course Operations,40 Beattie Ave,In progress,The City conducted an operational review of our five City-operated golf course locations to better understand how to maximize golf and non-golf experiences.,https://www.toronto.ca/wp-content/uploads/2021/05/8e79-review-city-golf-course-operations-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/review-of-city-golf-course-operations/,Master Plan or Study,An image of a golf course surrounded by tall mature trees with a bridge in the background. Two red golf balls sit on top of tees in the lawn.,NA,Etobicoke North,1,bb99fd7e-92dc-4682-b090-6f74ab6863b7,"{'type': 'MultiPoint', 'coordinates': [[-79.5433801994623, 43.7265188097873]]}"
90,136,Western North York Community Centre,60 Starview Ln,In progress,The City is designing a new community recreation centre at 60 Starview Lane. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2020/11/9888-western-north-york-cc-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/western-north-york-community-centre/,New Community Recreation Centre,"Artist rendering of the exterior south entrance of the new Western North York Community Centre, with an outdoor public space to the right side. This is the artist rendition of the building and may not reflect the final building elevation.",NA,Humber River-Black Creek,7,d84e5331-0a17-47d3-88f1-c85b37347182,"{'type': 'MultiPoint', 'coordinates': [[-79.5342911906192, 43.7271517896461]]}"
91,139,Baycrest Park ,160 Neptune Dr,In progress,The City is improving Baycrest Park. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/baycrest-park-revitalization/,Park or Facility Improvements,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,Eglinton-Lawrence,8,035053e2-f264-494f-b77f-9234fb6d7f7b,"{'type': 'MultiPoint', 'coordinates': [[-79.4431320205668, 43.728919429674]]}"
92,142,Tippett Park ,21 Monte Kwinter Court,In progress,A new park is coming to 21 Monte Kwinter Court. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2020/10/9721-tippett-park-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/tippett-park/,New Park,"The new Tippett Park masterplan includes a children's play area, a water play zone with concreate seating, an active play open lawn area with Muskoka chairs, and outdoor fitness area and wood bench inserts throughout. The park site boundaries is indicated with red hash marks.",NA,York Centre,6,5121ef0e-e94b-4134-a5f5-0cc49cfedb73,"{'type': 'MultiPoint', 'coordinates': [[-79.4477540001258, 43.7332296700504]]}"
93,143,New Park at Wilson Avenue and Faywood Boulevard,470 Wilson Avenue,In progress,A new park is coming to 470 Wilson Avenue. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-470-wilson-avenue/,New Park,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,York Centre,6,8f9eb5df-1165-4cf0-bc2f-9b45d6a0d522,"{'type': 'MultiPoint', 'coordinates': [[-79.4445425199247, 43.7355878897739]]}"
94,152,Review of City Golf Course Operations,4200 Yonge St,In progress,The City conducted an operational review of our five City-operated golf course locations to better understand how to maximize golf and non-golf experiences.,https://www.toronto.ca/wp-content/uploads/2021/05/8e79-review-city-golf-course-operations-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/review-of-city-golf-course-operations/,Master Plan or Study,An image of a golf course surrounded by tall mature trees with a bridge in the background. Two red golf balls sit on top of tees in the lawn.,NA,Eglinton-Lawrence,8,bb5bf87b-7fe6-4b85-86ce-e523029b105a,"{'type': 'MultiPoint', 'coordinates': [[-79.4113989294961, 43.7489082302498]]}"
95,154,Guildwood Village Pollinator Habitat,219 Livingston Road ,Complete,The City is creating a pollinator habitat in Guildwood Village. Learn more about the project and how you can get involved.,https://www.toronto.ca/wp-content/uploads/2021/08/8ec6-guildwood-village-park-pollinator-habitat-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/guildwood-village-park-pollinator-habitat/,Park or Facility Improvements,"An artist's rendering of the proposed pollinator habitat in Guildwood Village Park, looking west. The image shows the garden in the distance, with three pathway connections in the foreground with pedestrians walking.",NA,Scarborough-Guildwood,24,45cbcd6a-7215-4e70-bbcd-3db0a75e82d0,"{'type': 'MultiPoint', 'coordinates': [[-79.1997743199143, 43.7503712301777]]}"
96,156,New Park at 57 Linelle Street,57 Linelle Street ,In progress,A new park is coming to 57 Linelle Street. Learn more about the project and how you can get involved.,https://www.toronto.ca/data/parks/img/pdcp/00_park.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-57-linelle-street/,New Park,Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.,NA,Willowdale,18,b9c1adb1-b2e3-4e0e-aef1-e38304f5ca0e,"{'type': 'MultiPoint', 'coordinates': [[-79.4104540503098, 43.7538306198542]]}"
