X_id,objectid,project_name,address,status,description,image,project_url,project_type,image_alt_text,takedown_date,ward_name,ward_number,globalid,geometry
168,262,New Parks near Dundas Street West & Thomas Riley Road,5415 Dundas Street West,In progress,Two new parks are coming to the Etobicoke City Centre neighbourhood as a result of a mixed-use development project.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1536x507.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-parks-near-dundas-street-west-thomas-riley-road/,New Park,,NA,Etobicoke-Lakeshore,3,699b6449-7947-4c53-b01d-692848fc53a6,"{'type': 'MultiPoint', 'coordinates': [[-79.5412934754675, 43.6339731874693]]}"
169,263,Delma Park Playground Improvements,"38 Delma Dr, Etobicoke",In progress,The City is improving the playground in Delma Park.,https://www.toronto.ca/wp-content/uploads/2023/05/979a-delma-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/delma-park-playground-improvements/,Playground Improvements,"A photograph of Delma Park Playground taken from a distance on a rainy wet day showing the entire playground area. In the centre of the photo, is the combined junior/senior play structure with three red slides. The playground is on top of sand.",NA,Etobicoke-Lakeshore,3,21af790b-b038-43f1-8e60-ee2915657dbe,"{'type': 'MultiPoint', 'coordinates': [[-79.550741111993, 43.6030716971487]]}"
170,264,Magwood Park Playground Improvements,"2 Pasadena Gdns, York",In progress,The City is improving the playground in Magwood Park.,https://www.toronto.ca/wp-content/uploads/2023/05/9633-magwood-park-playground-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/magwood-park-playground-improvements/,Playground Improvements,A photo of Magwood Park Playground taken during the winter which shows a combined playground structure with slides and a swing set in the background. The playground is surrounded by mature trees and grass covered in snow.,NA,Parkdale-High Park,4,edaa242c-600d-41a2-a778-7b4d37da7dcf,"{'type': 'MultiPoint', 'coordinates': [[-79.4980524302596, 43.6576340077964]]}"
171,265,Elmbrook Park Playground Improvements,"2 Elmbrook Cres, Etobicoke",In progress,The City is improving the playground in Elmbrook Park.,https://www.toronto.ca/wp-content/uploads/2023/05/8ea7-elmbrook-park-playground-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/elmbrook-park-playground-improvements/,Playground Improvements,"A photo of Elmbrook Park Playground taken during the winter when there is snow on the ground showing a see-saw and stand-alone slide in the foreground, and various play structures in the background. The playground is surrounded by open space and mature trees.",NA,Etobicoke Centre,2,ecd938f6-bae4-4384-8f2f-871ac6de304c,"{'type': 'MultiPoint', 'coordinates': [[-79.5839524380728, 43.6599142227344]]}"
172,266,Greenwood Park Playground Improvements,"150 Greenwood Ave, former Toronto",In progress,The City is improving the playground in Greenwood Park.,https://www.toronto.ca/wp-content/uploads/2023/03/945d-greenwood-park-playground-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/greenwood-park-playground-improvements/,Playground Improvements,A photograph of Greenwood Park Playground taken during the winter with snow on the ground. A swing set is shown in the foreground and a junior and senior play structure is in the background.,NA,Toronto-Danforth,14,17ba3069-3949-44d6-8d9e-682b8bcbd560,"{'type': 'MultiPoint', 'coordinates': [[-79.3291996831097, 43.6695077583303]]}"
173,267,Tichester Park Playground Improvements,"27 Tichester Rd, York",In progress,The City is improving the playground in Tichester Park.,https://www.toronto.ca/wp-content/uploads/2023/05/8ee9-tichester-park-playground-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/tichester-park-playground-improvements/,Playground Improvements,Photograph of Tichester Park Playground on a rainy day taken from the sidewalk adjacent to the playground showing a playground structure in yellow and green and a stand-alone swing set next to it. Benches face the playground area.,NA,Toronto-St. Paul's,12,5cbbf3b3-7347-453e-a907-e93f655f6e12,"{'type': 'MultiPoint', 'coordinates': [[-79.4179164457102, 43.6854097564784]]}"
174,268,Beaty Avenue Parkette Playground Improvements,"66 Beaty Ave, former Toronto",In progress,The City is improving the playground in Beaty Avenue Parkette.,https://www.toronto.ca/wp-content/uploads/2023/05/96e3-beaty-ave-parkette-playground-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/beaty-avenue-parkette-playground-improvements/,Playground Improvements,Photograph of Beaty Avenue Parkette Playground taken in the spring which shows a small play structure in blue and red on top of sand. The playground is between to residential homes.,NA,Parkdale-High Park,4,e58c8aba-33a7-4b45-8020-63387bcf4254,"{'type': 'MultiPoint', 'coordinates': [[-79.4409546527322, 43.6384133925058]]}"
175,269,Ferry Fleet Replacement,"9 Queens Quay W, former Toronto",In progress,"The City is improving access to Toronto Island Park by beginning to replace its ferry fleet with electric vessels, building supporting electrical infrastructure at Jack Layton Ferry Terminal and reviewing all existing operational practices.",https://www.toronto.ca/wp-content/uploads/2023/05/9562-ferry-fleet-replacement-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/ferry-fleet-replacement/,Park or Facility Improvements,"A rendering of the passenger only ferry design (called PAX) while on the water with the Toronto city skyline in the background. The ferry is long, white, with two levels with windows on both. A black ledge along the side of the ferry shows the vessels passenger side loading feature.",NA,Spadina-Fort York,10,2f2b9403-1e9f-430c-a227-6eb35f803d2f,"{'type': 'MultiPoint', 'coordinates': [[-79.3751161368342, 43.6404536472177]]}"
176,270,Wigmore Park Playground Improvements and New Splash Pad,"106 Wigmore Dr, North York",In progress,The City is improving the playground in Wigmore Park and adding a new splash pad.,https://www.toronto.ca/wp-content/uploads/2023/05/9590-wigmore-park-playground-improvements-splash-pad-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/wigmore-park-playground-improvements-and-new-splash-pad/,Park or Facility Improvements,"A photo of Wigmore Park Playground which shows a drinking fountain and stand-alone straight slide in the foreground and a playground in the background. A pathway connects to the play area, which is surrounded by mature trees and grass.",NA,Don Valley East,16,4defdc89-c761-4a8b-824f-3921c0e50de1,"{'type': 'MultiPoint', 'coordinates': [[-79.3135228703946, 43.7315405576598]]}"
177,271,North Kipling Park Playground Improvements,2729 Kipling Ave.,In progress,The City is improving the playground at North Kipling Park.,https://www.toronto.ca/wp-content/uploads/2023/05/9655-north-kipling-park-playground-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/north-kipling-park-playground-improvements/,Playground Improvements,"A photograph of North Kipling Park Playground which focuses on the large play structure with various play components in colours like red, yellow and blue. A large field with grass and tress is in the background.",NA,Etobicoke North,1,239182ef-b203-4e36-9dc7-3fa51ad1f3d2,"{'type': 'MultiPoint', 'coordinates': [[-79.585584084655, 43.7524745043561]]}"
178,272,Elie Wiesel Park Improvements,30 Palm Dr.,In progress,Improvements are coming to Elie Wiesel Park and will be determined through the community engagement process.,https://www.toronto.ca/wp-content/uploads/2023/06/977f-elie-wiesel-park-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/elie-wiesel-park-improvements/,Park or Facility Improvements,"The open field in Elie Wiesel Park which shows a ball diamond on the right and three tall light posts facing the field/ball diamond, separated by a low chain link fence. Mature trees are scattered throughout the background.",NA,York Centre,6,9ee01c15-0a66-4370-8e51-70975e6fc2d8,"{'type': 'MultiPoint', 'coordinates': [[-79.4377941775371, 43.7460894860963]]}"
179,273,New Park at 2788 Bathurst Street,,In progress,A new 1250 m2 park is coming to 2788 Bathurst St. as a result of a mixed-use development project.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-at-2788-bathurst-street/,New Park,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Eglinton-Lawrence,8,f9302863-f29c-4b22-88f1-5d5023553591,"{'type': 'MultiPoint', 'coordinates': [[-79.4283855986913, 43.7117695969637]]}"
180,274,Silverview Park Improvements,"23 Silverview Dr, North York",In progress,The City is undertaking a study to help determine improvements at Silverview Park.,https://contrib.wp.intra.prod-toronto.ca/wp-content/uploads/2023/06/905c-silverview-park-improvements-banner-before.jpg,https://contrib.wp.intra.prod-toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/silverview-park-improvements/,Playground Improvements,"Existing Silverview Park looking south from Silverview Drive. There is an open lawn in the foreground, followed by a baseball diamond to the left, and a playground to the right in the background. The park is surrounded by mature trees along its edges.",NA,Willowdale,18,e188f540-d290-406a-9c7f-0a869ef473e3,"{'type': 'MultiPoint', 'coordinates': [[-79.4115010863021, 43.7857683806837]]}"
181,275,New Park at 20 Castlefield Avenue,20 Castlefield Ave,In progress,"A new 3,750 m2 park is coming to 20 Castlefield Ave in the Yonge-Eglinton neighbourhood.",https://www.toronto.ca/wp-content/uploads/2023/06/9916-interim-park-20-castlefield-ave-banner-before.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-at-20-castlefield-avenue/,New Park,"An aerial photo taken by drone showing 20 Castlefield Avenue, which is show as a flat concrete parking lot. To the right of the parking lot is a construction site, which is the development adjacent to Yonge Street. The future park site is located at the corner of Castlefield Avenue and Duplex Avenue.",NA,Eglinton-Lawrence,8,8aa9b0cb-bf2d-4b09-bf98-755ccf22235b,"{'type': 'MultiPoint', 'coordinates': [[-79.400496389012, 43.7118972409917]]}"
182,276,Inglewood Heights Park Playground Improvements,91 Allanford Rd,In progress,The City is improving the playground in Inglewood Heights Park.,https://www.toronto.ca/wp-content/uploads/2023/07/90e0-inglewood-heights-park-playground-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/inglewood-heights-park-playground-improvements/?t=1688998129,Playground Improvements,"Inglewood Heights Park Playground during the winter, covered in snow. It shows a see-saw and standalone slide in the foreground, and a swing set in the background. A curved path is along the perimeter of the playground.",NA,Scarborough-Agincourt,22,c7cad2af-b65b-461e-9f76-29e021b005de,"{'type': 'MultiPoint', 'coordinates': [[-79.2912683979324, 43.7771662509999]]}"
183,277,Lambton Woods Concept Trail Plan,"1193 Royal York Rd, Etobicoke",In progress,"The City of Toronto has developed a Concept Trail Plan for Lambton Woods, a 21.6 hectare Environmentally Significant Area (ESA) located on the west side of the Humber River between James Gardens and Lambton Park.",https://www.toronto.ca/wp-content/uploads/2017/12/8d4d-lambtonwoodstrailplan-1024x338.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/lambton-woods-concept-trail-plan/,Master Plan or Study,Paved multi-use trail through autumn forestin Lambton Woods ESA,NA,Etobicoke Centre,2,f09956d8-e77e-4c4a-b6e7-d4e2f1da518f,"{'type': 'MultiPoint', 'coordinates': [[-79.5143927854745, 43.6629343211003]]}"
184,278,Taylor Massey Creek Park Planning,N/A,In progress,"A planning process for Taylor Massey Creek was approved by Parks and Environment Committee on June 2, 2015, and City Council on July 7, 2015.",https://www.toronto.ca/wp-content/uploads/2018/01/967a-taylor-massey-watershed.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/taylor-massey-sub-watershed-master-plan/,Master Plan or Study,A bridge surrounded by autumn trees.,NA,Beaches-East York,19,1b8393ee-3b00-4d74-ad57-54dbfe82af5d,"{'type': 'MultiPoint', 'coordinates': [[-79.307125890798, 43.699254948865]]}"
185,279,Kennedy Park-Ionview Parkland Study,2425 Eglinton Ave E,In progress,The City is studying the parks and outdoor spaces in and around the Kennedy Park and Ionview neighbourhoods to identify opportunities for improvement.,https://www.toronto.ca/wp-content/uploads/2022/09/9616-kennedy-park-ionview-parkland-study-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/kennedy-park-ionview-parkland-study/,Master Plan or Study,Photograph of open space in Scarborough showing a trail and apartment buildings in the background.,NA,Scarborough Centre,21,ab072caf-11a8-476a-91d4-1a21260cb083,"{'type': 'MultiPoint', 'coordinates': [[-79.2671715181806, 43.7320479120974]]}"
186,280,Guild Park & Gardens Management Plan,201 Guildwood Pkwy.,In progress,,https://www.toronto.ca/wp-content/uploads/2017/12/9384-guild-park-4-Cropped.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/guild-park-gardens-management-plan/,Master Plan or Study,A facade from a historical Toronto building in Guild Park.,NA,Scarborough-Guildwood,24,11919f82-4e50-4dd7-95f1-acb4d101cef1,"{'type': 'MultiPoint', 'coordinates': [[-79.1916694702203, 43.7477285501137]]}"
187,281,The Green Line,"15 Geary Ave, former Toronto",In progress,"Approximately five kilometres in length, the Green Line is a proposed new linear park system in an active hydro-electric corridor that will connect neighbourhoods and expand the broader open space network in midtown and west Toronto.",https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/green-line-implementation-plan/,Master Plan or Study,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Davenport,9,5ca94506-747b-4446-934f-8f7277ec3ac2,"{'type': 'MultiPoint', 'coordinates': [[-79.4311742516924, 43.6708725989167]]}"
188,282,Grandravine Park Playground Improvements,23 Grandravine Dr.,In progress,The City is improving the playground in Grandravine Park.,https://www.toronto.ca/wp-content/uploads/2023/07/9652-grandravine-park-playground-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/grandravine-park-playground-improvements/,Playground Improvements,"Grandravine Park Playground which shows play panels, a talk tube, a swing set and two standalone play structures on top of sand. The play equipment is show in blue, yellow and red.",NA,York Centre,6,ad27a405-50b8-4ae5-94a0-53e515d36cd5,"{'type': 'MultiPoint', 'coordinates': [[-79.4897242556925, 43.7517636800907]]}"
189,283,Conacher Park Basketball Court Relocation,645 Conacher Dr,In progress,The existing basketball court in Conacher Park needs to be relocated due to Toronto Hydro excavation work. The City plans to install a new basketball court within the park and will be collecting community feedback on the proposed location.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/conacher-park-basketball-court-relocation/,Park or Facility Improvements,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Willowdale,18,82703f52-1dc8-4ca4-bb72-0116a3fcacb6,"{'type': 'MultiPoint', 'coordinates': [[-79.3983531112017, 43.7953549930054]]}"
190,284,Havenbrook Park Improvements,15 Havenbrook Blvd,In progress,"The City and the local Councillor are improving Havenbrook Park. The improvements will include a new playground, lighting and upgraded seating.",https://www.toronto.ca/wp-content/uploads/2023/07/9890-havenbrook-park-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/havenbrook-park-improvements/,Park or Facility Improvements,"Havenbrook Park Playground which shows various metal play structures in blue and red on top of sand. Mature trees and grass surround the play area, with a narrow concrete path along the perimeter.",NA,Don Valley North,17,fe834445-ab3a-4a28-9e1e-9c96522ae9b3,"{'type': 'MultiPoint', 'coordinates': [[-79.3558552378584, 43.7679803433022]]}"
191,285,Broadlands Park Playground Improvements and New Splash Pad,19 Castlegrove Blvd,In progress,The City is improving the playground in Broadlands Park. These improvements are part of an ongoing city-wide program to ensure playgrounds provide safe and accessible fun for many years to come.,https://www.toronto.ca/wp-content/uploads/2023/07/90b6-broadlands-park-playground-improvements-banner-before.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/broadlands-park-playground-improvements/,Park or Facility Improvements,Broadlands Park Playground in the summer with grass in the foreground and two play structures with slides in the background. The playground is surrounded by tall mature trees.,NA,Don Valley East,16,42bd193e-3e76-47b5-bf2e-ae1c80745725,"{'type': 'MultiPoint', 'coordinates': [[-79.3227937710741, 43.7456645222556]]}"
192,286,Lee Lifeson Art Park Expansion,45 princess ave,In progress,The City is expanding Lee Lifeson Art Park.,https://www.toronto.ca/wp-content/uploads/2023/07/86e3-lee-lifeson-art-park-expansion-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/lee-lifeson-art-park-expansion/,Park or Facility Improvements,"A curved, paved path running along green space and surrounded by trees.",NA,Willowdale,18,43522811-1c5b-4eef-b086-10db89fca235,"{'type': 'MultiPoint', 'coordinates': [[-79.4100337323017, 43.7687907955181]]}"
193,287,New Park at 25 Borough Drive,25 borough dr,In progress,"A new 2,041 m2 park is coming to 25 Borough Dr. as a result of a mixed-use development project.",https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-at-25-borough-drive/,New Park,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Scarborough Centre,21,018035cd-66e5-43bd-bcf9-2ae497b59228,"{'type': 'MultiPoint', 'coordinates': [[-79.2614656069758, 43.7740375462929]]}"
194,288,Balmoral Park Improvements,170 Faywood Blvd,In progress,The City is improving the playground and adding fitness equipment and a half court or practice court for basketball in Balmoral Park.,https://www.toronto.ca/wp-content/uploads/2023/08/8db9-balmoral-park-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/balmoral-park-playground-improvements/,Park or Facility Improvements,"Balmoral Park Playground showing the main pathway to the play area in the foreground, and the playground in the background with various play features, like two slides in blue, a swing set and a structure with climbing features in yellow and red.",NA,York Centre,6,b4210802-636c-4287-a551-0f6b02630a52,"{'type': 'MultiPoint', 'coordinates': [[-79.449455431559, 43.7455138060349]]}"
195,289,Ethennonnhawahstihnenâ Community Recreation Centre Indoor Playground,100 Ethennonnhawahstihnen' Ln.,In progress,A new indoor playground is being designed on the third floor of Ethennonnhawahstihnenâ Community Recreation Centre and Library through a community engagement process.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/ethennonnhawahstihnen-community-recreation-centre-indoor-playground/,Park or Facility Improvements,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Don Valley North,17,5da24461-d6f1-4918-91f3-593f4c6ab57a,"{'type': 'MultiPoint', 'coordinates': [[-79.3757974410384, 43.7687769625329]]}"
196,290,John McKenzie Parkette Expansion,37 Norton Ave.,In progress,The City is expanding John McKenzie Parkette as a result of acquiring the land at 37 Norton Ave. in North York.,https://www.toronto.ca/wp-content/uploads/2023/08/865a-john-mckenzie-parkette-expansion-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/john-mckenzie-parkette-expansion/,Park or Facility Improvements,"The residential home at 37 North Avenue that was acquired by the City to expand John McKenzie Parkette. A fence divides the home and the parkette, which is only slightly shown on the far left by a patch of grass and plants.",NA,Willowdale,18,51ea6073-b7ce-4731-9083-d6b8570904be,"{'type': 'MultiPoint', 'coordinates': [[-79.4116409458798, 43.7722116640386]]}"
197,291,New Park at 335 Village Green Square,335 Village Green Square,In progress,"A new 3,000 m2 park is coming to 335 Village Green Square in the Scarborough-Agincourt neighbourhood.",https://www.toronto.ca/wp-content/uploads/2023/07/9612-new-park-335-village-green-square-banner-before-1024x338.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-at-335-village-green-square/,New Park,"A large open area with sand and patches of grass with a tall metal fence around the perimeter. Two condos and residential homes can be seen in the background, adjacent to the site.",NA,Scarborough-Agincourt,22,0156bfb4-e03c-4e57-8d22-e5852bf50857,"{'type': 'MultiPoint', 'coordinates': [[-79.2831517667292, 43.7780551162581]]}"
198,292,Parkway Forest Park New Off-Leash Area,80 Parkway Forest Dr,In progress,A new off-leash area (OLA) with a small dog area and a large dog area is coming to Parkway Forest Park.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/parkway-forest-park-new-off-leash-area/,Park or Facility Improvements,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Don Valley North,17,5bf99f0d-0a79-4201-9cab-53f76bb6d32c,"{'type': 'MultiPoint', 'coordinates': [[-79.3413664780541, 43.7717556814689]]}"
199,293,Historic Red Oak Tree Parkette at 76 Coral Gable Drive,,In progress,A new parkette is coming to 76 Coral Gable Dr. as part of the red oak heritage tree designation under Forests Ontarioâs Heritage Tree Program.,https://www.toronto.ca/wp-content/uploads/2023/09/907b-historic-red-oak-tree-76-coral-gable-drive-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/historic-red-oak-tree-parkette-at-76-coral-gable-drive/,New Park,Concept rendering looking north showing the large Heritage Red Oak with memorial plaque and benches in front.,NA,Humber River-Black Creek,7,94ad5b6d-14ff-4c60-a593-caf9c2f68a0c,"{'type': 'MultiPoint', 'coordinates': [[-79.5441400752127, 43.7365490211156]]}"
200,294,Beltline Trail Commemorative Stations,,In progress,Two new interpretive installations are being added along the trail to commemorate the Belt Line Railway as a part of Torontoâs Heritage.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/beltline-trail-commemorative-stations/,Park or Facility Improvements,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Eglinton-Lawrence,8,dad97fd1-eb42-475f-b301-0da1b8f8975a,"{'type': 'MultiPoint', 'coordinates': [[-79.4529778256602, 43.6991822496466]]}"
201,295,Beltline Trail Commemorative Stations,,In progress,Two new interpretive installations are being added along the trail to commemorate the Belt Line Railway as a part of Torontoâs Heritage.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/beltline-trail-commemorative-stations/,Park or Facility Improvements,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Eglinton-Lawrence,8,9ded22e1-8e05-4c32-bb84-e661a85bd411,"{'type': 'MultiPoint', 'coordinates': [[-79.4651952882734, 43.6944175070064]]}"
202,296,New Park at Spadina Pier,,In progress,"A new park is coming to Spadina Pier, located in the Bathurst Quay neighbourhood.",https://www.toronto.ca/wp-content/uploads/2023/09/976c-new-park-spadina-pier-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-at-spadina-pier/,New Park,An aerial of Spadina Pier facing north showing the marina in the foreground and condominiums in the background.,NA,Spadina-Fort York,10,c97ad9b3-79e2-4574-84a7-2d4f0bb76387,"{'type': 'MultiPoint', 'coordinates': [[-79.3952684784073, 43.6360907423036]]}"
203,297,Milliken Park Fitness Improvements,5555 steeles ave e,In progress,The City is adding outdoor fitness equipment to Milliken Park. The fitness equipment will be located north of the central playground and include four pieces of equipment to facilitate a full-body workout.,https://www.toronto.ca/wp-content/uploads/2023/09/9823-milliken-park-fitness-improvements-banner.jpg,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/milliken-park-fitness-improvements/,Park or Facility Improvements,"Milliken Park with a large open lawn area in the foreground, and the playground area in the background surrounded by mature trees.",NA,Scarborough North,23,2d81f40a-6801-4a69-b419-351f8f08fcc6,"{'type': 'MultiPoint', 'coordinates': [[-79.2712049565815, 43.8315360916792]]}"
204,298,New Park at 160 McAllister Road,,In progress,"A new park is coming to 160 McAllister Rd., south of The Toronto Heschel School at Faywood Boulevard and Sheppard Avenue West.",https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-at-160-mcallister-road/,New Park,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,York Centre,6,fde9b0f3-2288-4a03-ab62-eb98bb2b9f8c,"{'type': 'MultiPoint', 'coordinates': [[-79.4500254105113, 43.7514240398936]]}"
205,299,New Park at 15 Delisle Avenue,15 Delisle Avenue,In progress,A new park is coming to 15 Delisle Ave.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner-1536x507.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-at-15-delisle-avenue/,New Park,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Toronto-St. Paul's,12,81e5db88-2f45-463b-8ac8-d228c4adcc63,"{'type': 'MultiPoint', 'coordinates': [[-79.3947827518713, 43.6889483120623]]}"
206,300,New Park at 70 Croatia Street,70 croatia st,In progress,A new park is coming to 90 Croatia St. a result of a broader residential development project.,https://www.toronto.ca/wp-content/uploads/2022/04/8fb8-new-park-graphic-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/new-park-on-croatia-street/,New Park,"An artist illustration of a new park. There are various park users in the park, strolling along the pathway, using a mobility device, and jogging. In the background is a small playground with children using the slides and swings. The Toronto skyline is pictured in the far background.",NA,Davenport,9,19065b92-1062-4bdc-a7a9-2379d633afca,"{'type': 'MultiPoint', 'coordinates': [[-79.4377396680167, 43.6581147687536]]}"
207,301,Eglinton Flats Fitness Improvements,101 emmett ave,In progress,The City is adding outdoor fitness equipment to Eglinton Flats.,https://www.toronto.ca/wp-content/uploads/2023/11/817e-eglinton-flats-fitness-improvements-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/eglinton-flats-fitness-improvements/,Park or Facility Improvements,A photo of the open lawn area in Eglinton Flats showing grass and trees.,NA,York South-Weston,5,d37233c4-a018-415e-902c-4be26b8f2a4e,"{'type': 'MultiPoint', 'coordinates': [[-79.5057279199886, 43.685977310668]]}"
208,302,East Mall Park Fitness Improvements,355 the east mall,In progress,The City is adding outdoor fitness equipment to East Mall Park.,https://www.toronto.ca/wp-content/uploads/2023/11/98e5-east-mall-park-fitness-improvements-banner.png,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/east-mall-park-fitness-improvements/,Park or Facility Improvements,A photo of a flat grassy area surrounded by trees in East Mall Park.,NA,Etobicoke Centre,2,6baf1e89-1795-41af-a365-076bd845f6c5,"{'type': 'MultiPoint', 'coordinates': [[-79.557370126625, 43.6425535958514]]}"
209,303,Cudmore Creek Wetland & Trailhead,,In progress,"City of Toronto and Toronto and Region Conservation Authority (TRCA) is revitalizing the wetland and creating a new trailhead feature at Cudmore Creek, located at the intersection of Pottery Road and Bayview Avenue.",,https://www.toronto.ca/city-government/planning-development/construction-new-facilities/park-facility-projects/cudmore-creek-wetland-trailhead/,Park or Facility Improvements,,NA,University-Rosedale,11,b49861c6-2b23-4f45-9bd4-636c646ec225,"{'type': 'MultiPoint', 'coordinates': [[-79.3625770152957, 43.6885637971905]]}"
